feature,importance_all,importance_remove_high_risk,importance_weighted
l_TOP87,0.0002146992655242957,0.00019733749817250684,0.00028099924683126516
l_TOP88,0.0002255953081458686,0.00019851039711654697,0.00027069124238119534
l_TOP89,4.3405968487252616e-05,4.007779871261797e-05,5.070387114936569e-05
l_TOP9,3.8715712588153914e-05,3.57642380302334e-05,3.8817449480637536e-05
l_TOP90,0.00012252270168819422,0.00015871772142962335,0.0002096963164502783
l_TOP91,0.0002442053075711488,0.00022498975286591185,0.00027108962760109904
l_TOP92,0.00023737109628895018,0.00023953939668270834,0.00032046004269343907
l_TOP93,0.006515182489477388,0.001115001473855274,0.0009736957318073835
l_TOP94,0.00021090805924796365,0.00020285829199666658,0.00028012081593826657
l_TOP95,0.00023158943923808466,0.00019311403200158176,0.0003103496868870955
l_TOP96,0.00022267784739571223,0.00021069309266177655,0.0002517034518599201
l_TOP97,0.013934379319240076,0.0022567790449394085,0.004795764214044871
l_TOP98,0.00019706153737709988,0.00021592571987691492,0.000302429743152571
l_TOP99,0.00024012884480113526,0.00022993825053029942,0.0003907736710568442
