feature,importance_all,importance_remove_high_risk,importance_weighted
l_TOP52,0.0006877165942341819,0.0002997986312352676,0.000548663544551703
l_TOP53,0.0038953377023507774,0.0033134298976721186,0.0034736885044293507
l_TOP54,0.005303322110284464,0.0044876370298285425,0.0048232600968788845
l_TOP55,0.00528289184686946,0.004464684844522121,0.004749906751001213
l_TOP56,0.0006907923386596577,0.0005142991491876808,0.0006655346485220601
l_TOP57,0.0,0.0,0.0
l_TOP58,0.0006391848918738808,0.0004406253489662636,0.0004501726558266899
l_TOP59,0.000643626867558208,0.0004010598587619985,0.0005681392938061126
l_TOP6,0.0005865973795519843,0.00035691540853282505,0.00042683583610841083
l_TOP60,0.0007027684178350708,0.0005259002374041655,0.0005881257566285152
l_TOP61,0.0004650850058612715,0.0002354987705154941,0.0002821952213883418
l_TOP62,0.00045845342929844846,0.00034409482095890755,0.0003884429656280773
l_TOP63,0.0005730638030060963,0.0003516835927027272,0.0003782664659564062
l_TOP64,0.0003754300633047441,0.00016878384255565,0.00026575712509302804
l_TOP65,0.0003213719704511524,0.00020717663574041108,0.0003082913437691288
l_TOP66,0.0004308324506748355,0.0003283509446568639,0.00044675926843348017
l_TOP67,0.000517165930309129,0.0003028186691211101,0.00043389375827620195
l_TOP68,0.00045155084298273315,0.00030008466518968756,0.00037194892448658075
l_TOP69,0.0001818119651959988,6.768785275625954e-05,0.00010224467783476063
l_TOP7,0.0007539460388710178,0.0004048063183607374,0.0006204267085757858
l_TOP70,0.00043014144814634093,0.0003920075754947528,0.0004158031076885532
l_TOP71,0.0005067858435702583,0.00037648043919992995,0.0004448928298054716
l_TOP72,0.00034742558876966784,0.0002508651801227219,0.00032470314003808006
l_TOP73,0.00031665460616075737,0.00019509485100408178,0.00023091472100482226
l_TOP74,0.0004047076565682733,0.00040040640393388885,0.0003683857895706755
l_TOP75,0.00046410945353329006,0.00035100364866540276,0.00040644897226203364
l_TOP76,0.00037609881246901134,0.00021925239734853295,0.00034146420030599454
l_TOP77,0.0,0.0,0.0
l_TOP78,0.0002315921955050019,0.00022057789796844316,0.0003232247491726719
l_TOP79,0.0003289399327914913,0.00026551772170205635,0.00029626142479196113
l_TOP8,0.0006822993886614178,0.0004985354367400379,0.0005821485388694209
l_TOP80,0.0003546609783811449,0.00024034702553334372,0.00031974223519682564
l_TOP81,0.0,0.0,0.0
l_TOP82,0.00027257301501328464,0.00026068069327930886,0.00023334339321863127
l_TOP83,0.0003748764893116618,0.000266675152196443,0.0003297881925499476
l_TOP84,0.00041660159971061933,0.00024319130579462584,0.00031802098168216386
l_TOP85,9.87824292187248e-05,2.2030732225145403e-05,6.324463648972495e-05
l_TOP86,0.00020687471419712864,0.00016165199998951807,0.00019354311293739133
l_TOP87,0.000375311327317633,0.0002871492940610502,0.00033124100582291146
l_TOP88,0.000283401170838519,0.00019986973927434346,0.0002759507604413441
l_TOP89,4.963288562930416e-05,2.4765065624475093e-05,4.541860191957169e-05
l_TOP9,4.3595448383828674e-05,1.520998572975501e-05,2.3287555978541325e-05
l_TOP90,0.00019142037054450578,0.000131765526293265,0.0001499169438215989
l_TOP91,0.00042363923964077284,0.0003021942450326448,0.0002940638316372302
l_TOP92,0.0003314133783995912,0.00017031839486344352,0.0003167836041879125
l_TOP93,0.005024527526371842,0.0038379148850604373,0.0035587392274882453
l_TOP94,0.0003626317264794067,0.00014122162209793178,0.000247419504355463
l_TOP95,0.0004361715701113293,0.00016111608802301828,0.00022016425057006534
l_TOP96,0.00031610934616833767,0.00020010140244590126,0.0002649846884329687
l_TOP97,0.008865769013124285,0.0053084262110694265,0.0045280759642191935
l_TOP98,0.0003464224779745826,0.0001744209639623498,0.0002744453877215712
l_TOP99,0.0003635437775672203,0.00018288373446997914,0.00028369960032293405
