build,beta,rho,winner,best,margin,rec_ALL,rec_FILTER,rec_IPW_est,rec_IPW_oracle
A_orig,4.0,1.0,IPW_est,IPW_est,0.10576148090752913,0.8211534960041064,0.8463906452038646,0.9521521261113938,0.9536075004646989
B_magfix,0.0,0.0,TIE,IPW_est,0.0002265367343603497,0.9985699059614771,0.9990793897170385,0.9993059264513988,0.9991129504215295
B_magfix,0.0,0.25,TIE,IPW_est,0.0002265367343603497,0.9958509621192685,0.9990793897170385,0.9993059264513988,0.9991129504215295
B_magfix,0.0,0.5,TIE,IPW_est,0.0002265367343603497,0.9469747182128461,0.9990793897170385,0.9993059264513988,0.9991129504215295
B_magfix,0.0,0.75,TIE,IPW_est,0.0002265367343603497,0.8682693668445167,0.9990793897170385,0.9993059264513988,0.9991129504215295
B_magfix,0.0,1.0,TIE,IPW_est,0.0002265367343603497,0.8566276970034938,0.9990793897170385,0.9993059264513988,0.9991129504215295
B_magfix,0.5,0.0,TIE,IPW_est,0.001424883504627772,0.9977964360666328,0.9866670973135935,0.9992213195712606,0.9989730094817107
B_magfix,0.5,0.25,TIE,IPW_est,0.004167062982033287,0.9950542565892273,0.9866670973135935,0.9992213195712606,0.9989730094817107
B_magfix,0.5,0.5,IPW_est,IPW_est,0.012554222257667114,0.939704892680761,0.9866670973135935,0.9992213195712606,0.9989730094817107
B_magfix,0.5,0.75,IPW_est,IPW_est,0.012554222257667114,0.8753282413888814,0.9866670973135935,0.9992213195712606,0.9989730094817107
B_magfix,0.5,1.0,IPW_est,IPW_est,0.012554222257667114,0.8679159533578842,0.9866670973135935,0.9992213195712606,0.9989730094817107
B_magfix,1.0,0.0,TIE,IPW_est,0.0002681567461408907,0.9984507279317582,0.9548672841240229,0.998718884677899,0.9984037591005943
B_magfix,1.0,0.25,TIE,IPW_est,0.004261659759229208,0.9944572249186698,0.9548672841240229,0.998718884677899,0.9984037591005943
B_magfix,1.0,0.5,IPW_est,IPW_est,0.04385160055387616,0.9285486662261395,0.9548672841240229,0.998718884677899,0.9984037591005943
B_magfix,1.0,0.75,IPW_est,IPW_est,0.04385160055387616,0.8673292220952289,0.9548672841240229,0.998718884677899,0.9984037591005943
B_magfix,1.0,1.0,IPW_est,IPW_est,0.04385160055387616,0.8605979982728844,0.9548672841240229,0.998718884677899,0.9984037591005943
B_magfix,1.5,0.0,TIE,ALL,0.0014843580964505332,0.9975795674738608,0.9250927213145121,0.9960952093774103,0.9960982290921876
B_magfix,1.5,0.25,TIE,IPW_est,0.004196079622472482,0.9918991297549378,0.9250927213145121,0.9960952093774103,0.9960982290921876
B_magfix,1.5,0.5,IPW_est,IPW_est,0.0710024880628981,0.9197087971863773,0.9250927213145121,0.9960952093774103,0.9960982290921876
B_magfix,1.5,0.75,IPW_est,IPW_est,0.0710024880628981,0.8576712644986143,0.9250927213145121,0.9960952093774103,0.9960982290921876
B_magfix,1.5,1.0,IPW_est,IPW_est,0.0710024880628981,0.8517085366534733,0.9250927213145121,0.9960952093774103,0.9960982290921876
